mfgtxt,campno,mfgcampno,rclsubj,odate,odateend,rptno,rptqtr,involved,ttlremedied,ttlunreach,ttlremoved,submdate
Daimler Trucks North America LLC,18V409000,FL-774,Incorrectly Plumbed Air System Check Valve,20180812,20180812,2,2018-04-01,109,63,0,0,20190123
Daimler Trucks North America LLC,18V409000,FL-774,Incorrectly Plumbed Air System Check Valve,20180812,20180812,3,2019-01-01,109,63,0,0,20190429
Daimler Trucks North America LLC,18V410000,FL-774,Incorrectly Plumbed Air System Check Valve,20180812,20180812,1,2018-03-01,5,0,0,0,20181030
Daimler Trucks North America LLC,18V410000,FL-774,Incorrectly Plumbed Air System Check Valve,20180812,20180812,2,2018-04-01,5,1,0,0,20190123
Daimler Trucks North America LLC,18V410000,FL-774,Incorrectly Plumbed Air System Check Valve,20180812,20180812,3,2019-01-01,5,1,0,0,20190429
Daimler Trucks North America LLC,18V411000,FL-775,Improperly Torqued Brake Caliper Mounting Bolts,20180813,20180813,1,2018-03-01,18105,3762,0,0,20181030
Daimler Trucks North America LLC,18V411000,FL-775,Improperly Torqued Brake Caliper Mounting Bolts,20180813,20180813,2,2018-04-01,18105,13353,0,0,20190123
Daimler Trucks North America LLC,18V411000,FL-775,Improperly Torqued Brake Caliper Mounting Bolts,20180813,20180813,3,2019-01-01,18105,15895,0,0,20190429
"Navistar, Inc.",18V412000,18511,Fuel Line Damage Causing Fuel Leak,20180720,20180720,1,2018-03-01,19,6,0,0,20181004
"Navistar, Inc.",18V412000,18511,Fuel Line Damage Causing Fuel Leak,20180720,20180720,2,2018-04-01,19,8,0,0,20190107
"Navistar, Inc.",18V412000,18511,Fuel Line Damage Causing Fuel Leak,20180720,20180720,3,2019-01-01,19,10,0,0,20190408
"Forest River, Inc.",18V413000,48-0755,Flame on Stove May be Inverted,20180718,20180718,1,2018-03-01,435,2,0,0,20181009
"Forest River, Inc.",18V413000,48-0755,Flame on Stove May be Inverted,20180718,20180718,2,2018-04-01,435,20,0,0,20190116
"Forest River, Inc.",18V413000,48-0755,Flame on Stove May be Inverted,20180718,20180718,3,2019-01-01,435,31,0,0,20190417
"Forest River, Inc.",18V414000,48-0756,Incorrect PSI on Federal Placard/FMVSS 110,20180724,20180725,1,2018-03-01,302,301,0,0,20181009
"Forest River, Inc.",18V414000,48-0756,Incorrect PSI on Federal Placard/FMVSS 110,20180724,20180725,2,2018-04-01,301,301,0,0,20190204
Indian Motorcycle Company,18V416000,I-18-07,Air in the Anti-Lock Brake System,20180716,20180718,1,2018-03-01,4185,2382,0,0,20181004
Indian Motorcycle Company,18V416000,I-18-07,Air in the Anti-Lock Brake System,20180716,20180718,2,2018-04-01,4185,2883,0,0,20190122
Indian Motorcycle Company,18V416000,I-18-07,Air in the Anti-Lock Brake System,20180716,20180718,3,2019-01-01,4185,3994,0,0,20190404
Gillig LLC,18V418000,,Turn Signal Flashing Rate Incorrect/FMVSS 108,20180802,20180802,1,2018-03-01,25579,50,0,0,20181003
Gillig LLC,18V418000,,Turn Signal Flashing Rate Incorrect/FMVSS 108,20180802,20180802,2,2018-04-01,25579,617,0,0,20190102
Gillig LLC,18V418000,,Turn Signal Flashing Rate Incorrect/FMVSS 108,20180802,20180802,3,2019-01-01,25579,1217,0,0,20190408
Bugatti,18V420000,,Side Air Bags may not Deploy Properly/FMVSS 214,20180726,20180727,1,2018-03-01,2,1,0,0,20181002
Bugatti,18V420000,,Side Air Bags may not Deploy Properly/FMVSS 214,20180726,20180727,2,2018-04-01,2,2,0,0,20190102
Honda (American Honda Motor Co.),18V421000,U23,Random Characters on Certification Label,20180807,20180807,1,2018-03-01,13,11,0,0,20181019
Honda (American Honda Motor Co.),18V421000,U23,Random Characters on Certification Label,20180807,20180807,2,2018-04-01,13,12,0,0,20190129
Honda (American Honda Motor Co.),18V421000,U23,Random Characters on Certification Label,20180807,20180807,3,2019-01-01,13,13,0,0,20190429
Triple E Recreational Vehicles,18V422000,CA#9030-1,Water may Enter the Trailer Tow Module,20180627,20180627,1,2018-02-01,9,0,0,0,20181005
Triple E Recreational Vehicles,18V422000,CA#9030-1,Water may Enter the Trailer Tow Module,20180627,20180627,2,2018-03-01,9,0,0,0,20181112
Triple E Recreational Vehicles,18V422000,CA#9030-1,Water may Enter the Trailer Tow Module,20180627,20180627,3,2018-04-01,9,0,0,0,20190103
Triple E Recreational Vehicles,18V422000,CA#9030-1,Water may Enter the Trailer Tow Module,20180627,20180627,4,2019-01-01,9,0,0,0,20190408
E-One Incorporated,18V423000,,Aerial Ladder may Crack,20180710,20180717,1,2018-03-01,8,7,0,0,20180725
E-One Incorporated,18V423000,,Aerial Ladder may Crack,20180710,20180717,2,2018-04-01,8,8,0,0,20181031
E-One Incorporated,18V423000,,Aerial Ladder may Crack,20180710,20180717,3,2019-01-01,8,8,0,0,20190130
E-One Incorporated,18V423000,,Aerial Ladder may Crack,20180710,20180717,4,2019-02-01,8,8,0,0,20190430
Spartan Motors USA,18V424000,18019,Solenoid Corrosion may Hinder Fire Fighting,20180807,20180807,1,2018-03-01,1243,43,0,344,20181023
Spartan Motors USA,18V424000,18019,Solenoid Corrosion may Hinder Fire Fighting,20180807,20180807,2,2018-04-01,1243,235,0,344,20190129
Spartan Motors USA,18V424000,18019,Solenoid Corrosion may Hinder Fire Fighting,20180807,20180807,3,2019-01-01,1243,386,0,352,20190429
REV Recreation Group,18V425000,180618REV,Electrical Short may Result from Incorrect Wiring,20180703,,1,2018-03-01,5,5,0,0,20180727
REV Recreation Group,18V425000,180618REV,Electrical Short may Result from Incorrect Wiring,20180703,,2,2018-04-01,5,5,0,0,20181030
Mazda North American Operations,18V426000,2718F,Curtain Air Bags may not Deploy Properly/FMVSS 226,20180731,20180731,1,2018-03-01,682,443,0,0,20181029
Mazda North American Operations,18V426000,2718F,Curtain Air Bags may not Deploy Properly/FMVSS 226,20180731,20180731,2,2018-04-01,682,542,0,0,20190129
Mazda North American Operations,18V426000,2718F,Curtain Air Bags may not Deploy Properly/FMVSS 226,20180731,20180731,3,2019-01-01,682,588,0,0,20190424
"Volkswagen Group of America, Inc.",18V427000,69R7,Passenger Frontal Air Bag Inflator May Explode,20180629,20180629,1,2018-02-01,237947,0,0,0,20180730
"Volkswagen Group of America, Inc.",18V427000,69R7,Passenger Frontal Air Bag Inflator May Explode,20180629,20180629,2,2018-03-01,237947,42623,35,3,20181029
"Volkswagen Group of America, Inc.",18V427000,69R7,Passenger Frontal Air Bag Inflator May Explode,20180629,20180629,3,2018-04-01,237947,65766,52,14,20190130
"Volkswagen Group of America, Inc.",18V427000,69R7,Passenger Frontal Air Bag Inflator May Explode,20180629,20180629,4,2019-01-01,237947,82290,48,20,20190430
"Forest River, Inc.",18V428000,69-0764,Break-Away Safety Switch Improperly Wired,20180725,20180725,1,2018-03-01,64,18,0,0,20181009
"Forest River, Inc.",18V428000,69-0764,Break-Away Safety Switch Improperly Wired,20180725,20180725,2,2018-04-01,110,19,0,0,20190116
"Forest River, Inc.",18V428000,69-0764,Break-Away Safety Switch Improperly Wired,20180725,20180725,3,2019-01-01,110,22,0,0,20190417
Keystone RV Company,18V429000,18-324,Incorrect Rim Size on Federal Label,20180711,20180711,1,2018-03-01,20,17,1,2,20181009
Keystone RV Company,18V429000,18-324,Incorrect Rim Size on Federal Label,20180711,20180711,2,2018-04-01,20,17,1,2,20190109
Keystone RV Company,18V429000,18-324,Incorrect Rim Size on Federal Label,20180711,20180711,3,2019-01-01,20,17,1,2,20190411
"Volkswagen Group of America, Inc.",18V430000,20AV,Fuel Supply Line may Leak Fuel,20180720,20180720,1,2018-03-01,6633,2772,24,0,20181029
"Volkswagen Group of America, Inc.",18V430000,20AV,Fuel Supply Line may Leak Fuel,20180720,20180720,2,2018-04-01,6633,4521,18,1,20190130
"Volkswagen Group of America, Inc.",18V430000,20AV,Fuel Supply Line may Leak Fuel,20180720,20180720,3,2019-01-01,6633,5223,16,1,20190430
"BMW of North America, LLC",18V431000,,Turn Signals May Flash Multiple Colors/FMVSS 108,20180820,20180820,1,2018-03-01,5,4,0,0,20181030
"BMW of North America, LLC",18V431000,,Turn Signals May Flash Multiple Colors/FMVSS 108,20180820,20180820,2,2018-04-01,5,5,0,0,20190130
Toyota Motor Engineering & Manufacturing,18V432000,JLF,Fuel Diaphragm Cracks may cause Fuel Leak,20180823,20180823,1,2018-03-01,114998,24289,4733,0,20181024
Toyota Motor Engineering & Manufacturing,18V432000,JLF,Fuel Diaphragm Cracks may cause Fuel Leak,20180823,20180823,2,2018-04-01,114998,45786,5109,0,20190119
Toyota Motor Engineering & Manufacturing,18V432000,JLF,Fuel Diaphragm Cracks may cause Fuel Leak,20180823,20180823,3,2019-01-01,114998,53727,5709,6111,20190426
Kovatch Mobile Equipment Corp.,18V433000,,Aerial Ladder Lifting Device Incorrect Load Rating,20180726,20180726,1,2018-03-01,13,0,0,0,20181010
Kovatch Mobile Equipment Corp.,18V433000,,Aerial Ladder Lifting Device Incorrect Load Rating,20180726,20180726,2,2018-04-01,13,0,0,0,20190118
Kovatch Mobile Equipment Corp.,18V433000,,Aerial Ladder Lifting Device Incorrect Load Rating,20180726,20180726,3,2019-01-01,13,0,0,0,20190425
Altec Industries Inc.,18V434000,CSN 688,Battery Electrical Short may Cause Fire,20180823,20180823,1,2018-03-01,123,3,0,0,20181009
Altec Industries Inc.,18V434000,CSN 688,Battery Electrical Short may Cause Fire,20180823,20180823,2,2018-04-01,123,12,0,0,20190109
Altec Industries Inc.,18V434000,CSN 688,Battery Electrical Short may Cause Fire,20180823,20180823,3,2019-01-01,123,22,0,0,20190408
Altec Industries Inc.,18V435000,CSN 687,Pedestal and Turntable Fasteners may Crack,20180823,20180823,1,2018-03-01,153,51,0,0,20181009
Altec Industries Inc.,18V435000,CSN 687,Pedestal and Turntable Fasteners may Crack,20180823,20180823,2,2018-04-01,153,82,0,0,20190109
Altec Industries Inc.,18V435000,CSN 687,Pedestal and Turntable Fasteners may Crack,20180823,20180823,3,2019-01-01,153,88,0,0,20190408
"Forest River, Inc.",18V436000,44-0762,Outside Shower Cover Covers Water Heater Exhaust,20180724,20180725,1,2018-03-01,326,11,0,0,20181009
"Forest River, Inc.",18V436000,44-0762,Outside Shower Cover Covers Water Heater Exhaust,20180724,20180725,2,2018-04-01,326,26,0,0,20190116
"Forest River, Inc.",18V436000,44-0762,Outside Shower Cover Covers Water Heater Exhaust,20180724,20180725,3,2019-01-01,326,35,0,0,20190417
General Motors LLC,18V437000,18228,Excess Adhesive on Child Seat Anchor/FMVSS 225,20180803,20180803,1,2018-03-01,22043,11094,267,13,20181015
General Motors LLC,18V437000,18228,Excess Adhesive on Child Seat Anchor/FMVSS 225,20180803,20180803,2,2018-04-01,22043,15914,134,15,20190128
General Motors LLC,18V437000,18228,Excess Adhesive on Child Seat Anchor/FMVSS 225,20180803,20180803,3,2019-01-01,22043,18334,76,13,20190411
Newmar Corporation,18V438000,,Slide-Out Room may Move Unexpectedly,20180824,20180824,1,2018-03-01,930,79,0,0,20181030
Newmar Corporation,18V438000,,Slide-Out Room may Move Unexpectedly,20180824,20180824,2,2018-04-01,930,365,0,0,20190130
Newmar Corporation,18V438000,,Slide-Out Room may Move Unexpectedly,20180824,20180824,3,2019-01-01,930,493,0,0,20190430
"BMW of North America, LLC",18V439000,,Lower Control Arm May Break,20180711,20180718,1,2018-03-01,43,40,0,0,20181030
"BMW of North America, LLC",18V439000,,Lower Control Arm May Break,20180711,20180718,2,2018-04-01,43,43,0,0,20190130
Spartan Motors USA,18V440000,18020,Battery Positive Cable may Chafe and Arc,20180827,20180827,1,2018-03-01,865,21,0,157,20181023
Spartan Motors USA,18V440000,18020,Battery Positive Cable may Chafe and Arc,20180827,20180827,2,2018-04-01,865,164,0,157,20190129
Spartan Motors USA,18V440000,18020,Battery Positive Cable may Chafe and Arc,20180827,20180827,3,2019-01-01,865,276,0,158,20190429
"Suzuki Motor of America, Inc.",18V441000,2A84,Brake Light May Not Illuminate,20180716,20180716,1,2018-03-01,191,74,1,1,20181030
"Suzuki Motor of America, Inc.",18V441000,2A84,Brake Light May Not Illuminate,20180716,20180716,2,2018-04-01,191,86,1,1,20190111
"Suzuki Motor of America, Inc.",18V441000,2A84,Brake Light May Not Illuminate,20180716,20180716,3,2019-01-01,191,91,1,1,20190430
Daimler Trucks North America LLC,18V442000,FL-776,Suspension Mounting Bolts may Loosen,20180824,20180824,1,2018-03-01,512,105,0,0,20181030
Daimler Trucks North America LLC,18V442000,FL-776,Suspension Mounting Bolts may Loosen,20180824,20180824,2,2018-04-01,512,227,0,0,20190123
Daimler Trucks North America LLC,18V442000,FL-776,Suspension Mounting Bolts may Loosen,20180824,20180824,3,2019-01-01,512,276,0,0,20190429
"Forest River, Inc.",18V444000,51-0781,Liquid may Leak into Power Window Switch,20180724,20180724,1,2018-03-01,53,0,0,0,20190118
"Forest River, Inc.",18V444000,51-0781,Liquid may Leak into Power Window Switch,20180724,20180724,2,2018-04-01,53,0,0,0,20190118
"Forest River, Inc.",18V444000,51-0781,Liquid may Leak into Power Window Switch,20180724,20180724,3,2019-01-01,53,0,0,0,20190118
"Jayco, Inc.",18V445000,9903403,Wiper Arms Lift Away from Windshield/FMVSS 104,20180730,20180730,1,2018-03-01,124,13,0,0,20181009
"Jayco, Inc.",18V445000,9903403,Wiper Arms Lift Away from Windshield/FMVSS 104,20180730,20180730,2,2018-04-01,124,41,0,0,20190111
"Jayco, Inc.",18V445000,9903403,Wiper Arms Lift Away from Windshield/FMVSS 104,20180730,20180730,3,2019-01-01,124,58,0,0,20190404
Entegra Coach,18V446000,9903403,Wiper Arms Lift Away from Windshield/FMVSS 104,20180730,20180730,1,2018-03-01,49,7,0,0,20181009
Entegra Coach,18V446000,9903403,Wiper Arms Lift Away from Windshield/FMVSS 104,20180730,20180730,2,2018-04-01,49,16,0,0,20190111
Entegra Coach,18V446000,9903403,Wiper Arms Lift Away from Windshield/FMVSS 104,20180730,20180730,3,2019-01-01,49,24,0,0,20190404
Keystone RV Company,18V448000,18-325,Incorrect Rim Information on Federal Label,20180802,20180802,1,2018-03-01,83,70,1,10,20181009
Keystone RV Company,18V448000,18-325,Incorrect Rim Information on Federal Label,20180802,20180802,2,2018-04-01,83,70,1,10,20190109
Keystone RV Company,18V448000,18-325,Incorrect Rim Information on Federal Label,20180802,20180802,3,2019-01-01,83,70,1,10,20190411
"Jayco, Inc.",18V449000,9901404,Screws that Secure Ladder Steps may Break,20180730,20180730,1,2018-03-01,202,146,0,0,20181009
"Jayco, Inc.",18V449000,9901404,Screws that Secure Ladder Steps may Break,20180730,20180730,2,2018-04-01,202,158,0,0,20190111
"Jayco, Inc.",18V449000,9901404,Screws that Secure Ladder Steps may Break,20180730,20180730,3,2019-01-01,202,164,0,0,20190404
Entegra Coach,18V450000,9903405,Incorrect Cargo Capacity Information/FMVSS 120,20180822,20180822,1,2018-03-01,58,16,0,0,20181009
Entegra Coach,18V450000,9903405,Incorrect Cargo Capacity Information/FMVSS 120,20180822,20180822,2,2018-04-01,58,22,0,0,20190111
Entegra Coach,18V450000,9903405,Incorrect Cargo Capacity Information/FMVSS 120,20180822,20180822,3,2019-01-01,58,24,0,0,20190404
"Jayco, Inc.",18V451000,9903405,Incorrect Cargo Capacity Information/FMVSS 120,20180822,20180822,1,2018-03-01,49,12,0,0,20181009
"Jayco, Inc.",18V451000,9903405,Incorrect Cargo Capacity Information/FMVSS 120,20180822,20180822,2,2018-04-01,49,18,0,0,20190111
"Jayco, Inc.",18V451000,9903405,Incorrect Cargo Capacity Information/FMVSS 120,20180822,20180822,3,2019-01-01,49,20,0,0,20190404
"Nissan North America, Inc.",18V452000,,Passenger Frontal Air Bag Inflator May Explode,20180725,20180725,1,2018-03-01,233,15,0,0,20181030
"Nissan North America, Inc.",18V452000,,Passenger Frontal Air Bag Inflator May Explode,20180725,20180725,2,2018-04-01,233,25,0,0,20190131
"Nissan North America, Inc.",18V452000,,Passenger Frontal Air Bag Inflator May Explode,20180725,20180725,3,2019-01-01,233,29,0,0,20190430
"BMW of North America, LLC",18V453000,,Insufficient Coating on Rear Brake Caliper Pistons,20180831,20180831,1,2018-03-01,5594,4204,0,0,20181030
"BMW of North America, LLC",18V453000,,Insufficient Coating on Rear Brake Caliper Pistons,20180831,20180831,2,2018-04-01,5594,4832,0,0,20190130
"BMW of North America, LLC",18V453000,,Insufficient Coating on Rear Brake Caliper Pistons,20180831,20180831,3,2019-01-01,5594,5173,0,1,20190423
"Subaru of America, Inc.",18V455000,WTS-78,Incorrect Tire Information on Label/FMVSS 110,20180726,20180726,1,2018-03-01,3654,1496,0,0,20181019
"Subaru of America, Inc.",18V455000,WTS-78,Incorrect Tire Information on Label/FMVSS 110,20180726,20180726,2,2018-04-01,3654,2051,0,0,20190121
"Subaru of America, Inc.",18V455000,WTS-78,Incorrect Tire Information on Label/FMVSS 110,20180726,20180726,3,2019-01-01,3654,2395,0,0,20190415
"Mercedes-Benz USA, LLC.",18V456000,2018070012,Rear Beltline Trim may Separate from Vehicle,20180921,20180921,1,2018-03-01,10826,2578,0,0,20181017
"Mercedes-Benz USA, LLC.",18V456000,2018070012,Rear Beltline Trim may Separate from Vehicle,20180921,20180921,2,2018-04-01,10826,6221,0,0,20190124
"Mercedes-Benz USA, LLC.",18V456000,2018070012,Rear Beltline Trim may Separate from Vehicle,20180921,20180921,3,2019-01-01,10826,7974,0,0,20190423
"Mercedes-Benz USA, LLC.",18V457000,2018070007,Incorrect Speed Limitation Software,20180803,20180803,1,2018-03-01,20,4,0,0,20181017
"Mercedes-Benz USA, LLC.",18V457000,2018070007,Incorrect Speed Limitation Software,20180803,20180803,2,2018-04-01,20,15,0,0,20190124
"Mercedes-Benz USA, LLC.",18V457000,2018070007,Incorrect Speed Limitation Software,20180803,20180803,3,2019-01-01,20,17,0,0,20190423
"MV Agusta USA, LLC",18V458000,18RC02,Fork Axle Carrier Defect May Cause Loss of Control,20180720,20180721,1,2018-03-01,22,6,0,0,20181024
"MV Agusta USA, LLC",18V458000,18RC02,Fork Axle Carrier Defect May Cause Loss of Control,20180720,20180721,2,2018-04-01,22,7,0,0,20190130
"MV Agusta USA, LLC",18V458000,18RC02,Fork Axle Carrier Defect May Cause Loss of Control,20180720,20180721,3,2019-01-01,22,20,0,0,20190412
"Jayco, Inc.",18V460000,9901406,Generator Exhaust Pipe Not Installed,20180724,20180724,1,2018-03-01,62,10,0,0,20181009
"Jayco, Inc.",18V460000,9901406,Generator Exhaust Pipe Not Installed,20180724,20180724,2,2018-04-01,62,20,0,0,20190111
"Jayco, Inc.",18V460000,9901406,Generator Exhaust Pipe Not Installed,20180724,20180724,3,2019-01-01,62,28,0,0,20190404
Automobili Lamborghini,18V461000,L73XR0318,Loose Centering Bolts may cause Wheel Detachment,20180921,20180921,1,2018-03-01,8,0,1,0,20181026
Automobili Lamborghini,18V461000,L73XR0318,Loose Centering Bolts may cause Wheel Detachment,20180921,20180921,2,2018-04-01,8,3,0,0,20190123
Automobili Lamborghini,18V461000,L73XR0318,Loose Centering Bolts may cause Wheel Detachment,20180921,20180921,3,2019-01-01,8,4,0,0,20190418
"KZRV, L.P.",18V462000,KZ-2018-005,Outside Kitchen Cooktop may Leak Propane Gas,20180831,20180907,1,2018-03-01,500,45,0,0,20181022
"KZRV, L.P.",18V462000,KZ-2018-005,Outside Kitchen Cooktop may Leak Propane Gas,20180831,20180907,2,2018-04-01,500,208,0,0,20190130
"KZRV, L.P.",18V462000,KZ-2018-005,Outside Kitchen Cooktop may Leak Propane Gas,20180831,20180907,3,2019-01-01,500,210,0,0,20190429
Pierce Manufacturing,18V463000,74B290,Limited Retraction Bracket may fall from Aerial,20180822,20180822,1,2018-03-01,17,5,0,2,20181026
Pierce Manufacturing,18V463000,74B290,Limited Retraction Bracket may fall from Aerial,20180822,20180822,2,2018-04-01,17,11,0,2,20190204
Pierce Manufacturing,18V463000,74B290,Limited Retraction Bracket may fall from Aerial,20180822,20180822,3,2019-01-01,17,11,0,3,20190408
"Volkswagen Group of America, Inc.",18V464000,37L5,Key May Be Removed While Not In Park/FMVSS 114,20190319,20190319,1,2019-01-01,33168,2938,174,34,20190430
"BMW of North America, LLC",18V465000,,Crankshaft Sensor Firmware may Cause Stall,20180906,20181025,1,2018-03-01,5309,3457,0,0,20181030
"BMW of North America, LLC",18V465000,,Crankshaft Sensor Firmware may Cause Stall,20180906,20181025,2,2018-04-01,5309,4685,0,0,20190130
"BMW of North America, LLC",18V465000,,Crankshaft Sensor Firmware may Cause Stall,20180906,20181025,3,2019-01-01,5309,5023,0,3,20190423
"Multiquip, Inc.",18V466000,TL 20180306,Center-Mounted Trailer Jack may Collapse ,20180323,20180323,1,2018-01-01,13,5,0,0,20181112
"Multiquip, Inc.",18V466000,TL 20180306,Center-Mounted Trailer Jack may Collapse ,20180323,20180323,2,2018-02-01,13,6,0,0,20190107
"Multiquip, Inc.",18V466000,TL 20180306,Center-Mounted Trailer Jack may Collapse ,20180323,20180323,3,2018-03-01,13,7,0,0,20190206
"Multiquip, Inc.",18V466000,TL 20180306,Center-Mounted Trailer Jack may Collapse ,20180323,20180323,4,2018-04-01,13,8,0,0,20190320
"Multiquip, Inc.",18V466000,TL 20180306,Center-Mounted Trailer Jack may Collapse ,20180323,20180323,5,2019-01-01,13,10,0,0,20190422
"Volkswagen Group of America, Inc.",18V467000,60D1,Sunroof Light Bar May Short Circuit,20180807,20190222,1,2018-03-01,45457,20803,149,0,20181029
"Volkswagen Group of America, Inc.",18V467000,60D1,Sunroof Light Bar May Short Circuit,20180807,20190222,2,2018-04-01,45457,31279,178,4,20190130
"Volkswagen Group of America, Inc.",18V467000,60D1,Sunroof Light Bar May Short Circuit,20180807,20190222,3,2019-01-01,45457,35780,130,3,20190430
"Forest River, Inc.",18V468000,400-0783,Incorrect Weight on Federal Placard,20180723,20180723,1,2018-03-01,38,38,0,0,20181023
Keystone RV Company,18V469000,18-326,Underrated Safety Chains Installed,20180816,20180816,1,2018-03-01,126,32,1,15,20181009
Keystone RV Company,18V469000,18-326,Underrated Safety Chains Installed,20180816,20180816,2,2018-04-01,126,63,1,15,20190109
Keystone RV Company,18V469000,18-326,Underrated Safety Chains Installed,20180816,20180816,3,2019-01-01,126,73,1,15,20190411
Ford Motor Company,18V470000,18S21,Improperly Heat Treated Front Wheel Studs,20180820,20180824,1,2018-03-01,162,104,4,0,20181030
Ford Motor Company,18V470000,18S21,Improperly Heat Treated Front Wheel Studs,20180820,20180824,2,2018-04-01,162,126,3,0,20190130
Ford Motor Company,18V470000,18S21,Improperly Heat Treated Front Wheel Studs,20180820,20180824,3,2019-01-01,162,130,3,0,20190430
Ford Motor Company,18V471000,18S20,Unintentional Rollaway Due to Detached Shift Cable,20180920,20180920,1,2018-03-01,504182,140006,0,0,20181114
Ford Motor Company,18V471000,18S20,Unintentional Rollaway Due to Detached Shift Cable,20180920,20180920,2,2018-04-01,504182,220873,22153,3,20190130
Ford Motor Company,18V471000,18S20,Unintentional Rollaway Due to Detached Shift Cable,20180920,20180920,3,2019-01-01,504182,257148,20737,3,20190430
"BMW of North America, LLC",18V473000,,Fuel Gauge may Read Higher than Actual Level,20180914,20180914,1,2018-03-01,1645,1266,0,2,20181030
"BMW of North America, LLC",18V473000,,Fuel Gauge may Read Higher than Actual Level,20180914,20180914,2,2018-04-01,1645,1451,0,2,20190130
"BMW of North America, LLC",18V473000,,Fuel Gauge may Read Higher than Actual Level,20180914,20180914,3,2019-01-01,1645,1532,0,2,20190423
Corp. Micro Bird Inc.,18V474000,18-074-SUS,Knee Impact Area Foam Insufficient/FMVSS 222,20181207,20181211,1,2018-04-01,2241,183,8,0,20190122
Corp. Micro Bird Inc.,18V474000,18-074-SUS,Knee Impact Area Foam Insufficient/FMVSS 222,20181207,20181211,2,2019-01-01,2241,360,22,0,20190410
"Forest River, Inc.",18V475000,10-0786,Inner Wheel Bearing may Seize,20180813,20180813,1,2018-03-01,164,24,0,0,20181009
"Forest River, Inc.",18V475000,10-0786,Inner Wheel Bearing may Seize,20180813,20180813,2,2018-04-01,164,49,0,0,20190116
"Forest River, Inc.",18V475000,10-0786,Inner Wheel Bearing may Seize,20180813,20180813,3,2019-01-01,164,159,0,0,20190417
Daimler Trucks North America LLC,18V478000,FL-778,Cords Visible Through Tire Innerliner,20180904,20180904,1,2018-03-01,10,0,0,0,20181113
Daimler Trucks North America LLC,18V478000,FL-778,Cords Visible Through Tire Innerliner,20180904,20180904,2,2018-04-01,10,0,0,0,20190130
Daimler Trucks North America LLC,18V478000,FL-778,Cords Visible Through Tire Innerliner,20180904,20180904,3,2019-01-01,10,0,0,0,20190429
Daimler Trucks North America LLC,18V479000,FL-779,Tire Cords may be Visible ,20180904,20180904,1,2018-03-01,425,0,0,0,20181113
Daimler Trucks North America LLC,18V479000,FL-779,Tire Cords may be Visible ,20180904,20180904,2,2018-04-01,425,0,0,0,20190130
Daimler Trucks North America LLC,18V479000,FL-779,Tire Cords may be Visible ,20180904,20180904,3,2019-01-01,425,425,0,0,20190429
Ducati North America,18V480000,,Rear Brake Pad Friction Material may Detach,20180827,20181024,1,2018-03-01,72,10,3,0,20181002
Ducati North America,18V480000,,Rear Brake Pad Friction Material may Detach,20180827,20181024,2,2018-04-01,72,27,4,0,20190103
Ducati North America,18V480000,,Rear Brake Pad Friction Material may Detach,20180827,20181024,3,2019-01-01,72,46,6,0,20190403
"Forest River, Inc.",18V481000,35-0751,Seat Belt Assembly Mounting Washers May Crack,20180820,20180820,1,2018-03-01,707,0,0,0,20181112
"Forest River, Inc.",18V481000,35-0751,Seat Belt Assembly Mounting Washers May Crack,20180820,20180820,2,2018-04-01,707,0,0,0,20190116
"Forest River, Inc.",18V481000,35-0751,Seat Belt Assembly Mounting Washers May Crack,20180820,20180820,3,2019-01-01,707,0,0,0,20190425
Thor Motor Coach,18V482000,RC0000157,Missing Rear Reflectors/FMVSS 108,20180816,20180816,1,2018-03-01,119,8,0,0,20181026
Thor Motor Coach,18V482000,RC0000157,Missing Rear Reflectors/FMVSS 108,20180816,20180816,2,2018-04-01,119,33,0,0,20190124
Thor Motor Coach,18V482000,RC0000157,Missing Rear Reflectors/FMVSS 108,20180816,20180816,3,2019-01-01,119,48,0,0,20190422
"Yamaha Motor Corporation, USA",18V483000,990120,Drive Chain Guard Bolts may Loosen,20180803,20180807,1,2018-03-01,3493,1956,0,0,20181022
"Yamaha Motor Corporation, USA",18V483000,990120,Drive Chain Guard Bolts may Loosen,20180803,20180807,2,2018-04-01,3493,2314,0,0,20190103
"Yamaha Motor Corporation, USA",18V483000,990120,Drive Chain Guard Bolts may Loosen,20180803,20180807,3,2019-01-01,3493,2478,0,0,20190405
"Polaris Industries, Inc.",18V484000,L-18-02,Vehicle may Go in Opposite Direction than Intended,20181128,20181130,1,2018-04-01,2110,341,0,0,20190211
"Polaris Industries, Inc.",18V484000,L-18-02,Vehicle may Go in Opposite Direction than Intended,20181128,20181130,2,2019-01-01,2110,591,0,0,20190404
"Polaris Industries, Inc.",18V485000,L-18-03,Lower Main Frame may Crack,20181218,20181220,1,2018-04-01,1946,179,0,0,20190415
Chrysler (FCA US LLC),18V486000,U74,Tailgate May Open Unexpectedly,20180917,20180921,1,2018-03-01,1149237,71724,1,11500,20181018
Chrysler (FCA US LLC),18V486000,U74,Tailgate May Open Unexpectedly,20180917,20180921,2,2018-04-01,1149237,462426,1,12665,20190116
Chrysler (FCA US LLC),18V486000,U74,Tailgate May Open Unexpectedly,20180917,20180921,3,2019-01-01,1149237,663419,31259,13444,20190416
Daimler Trucks North America LLC,18V487000,FL-781,Incorrectly Installed Steering Shaft Assembly,20180813,20180813,1,2018-03-01,9093,5115,0,1,20181030
